sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"DESKTOP-64-EDR","100221","Aug 08, 2025, 9:18:50 AM","4334.0"
"DESKTOP-64-EDR","100227","Aug 08, 2025, 9:18:50 AM","4334.0"
"DESKTOP-64-EDR","100225","Aug 08, 2025, 9:18:50 AM","4332.0"
"DESKTOP-64-EDR","100215","Aug 08, 2025, 9:18:50 AM","4313.0"
"DESKTOP-64-EDR","100218","Aug 08, 2025, 9:18:50 AM","4311.0"
"DESKTOP-64-EDR","100265","Aug 08, 2025, 9:18:50 AM","3110.0"
"DESKTOP-64-EDR","100272","Aug 08, 2025, 9:18:50 AM","2864.0"
"DESKTOP-64-EDR","100634","Aug 08, 2025, 9:19:38 AM","2505.0"
"DESKTOP-64-EDR","100097","Aug 08, 2025, 9:19:38 AM","2469.0"
"DESKTOP-64-EDR","100118","Aug 08, 2025, 9:19:38 AM","2469.0"
"DESKTOP-64-EDR","100636","Aug 08, 2025, 9:19:38 AM","2448.0"
"192.168.153.166","100265","Aug 08, 2025, 9:18:57 AM","1345.0"
"192.168.153.166","100215","Aug 08, 2025, 9:18:57 AM","1345.0"
"192.168.153.166","100221","Aug 08, 2025, 9:18:57 AM","1345.0"
"192.168.153.166","100218","Aug 08, 2025, 9:18:57 AM","1345.0"
"192.168.153.166","100227","Aug 08, 2025, 9:18:57 AM","1345.0"
"192.168.153.166","100225","Aug 08, 2025, 9:18:57 AM","1345.0"
"192.168.153.166","100272","Aug 08, 2025, 9:18:57 AM","1312.0"
"192.168.153.166","100005","Aug 08, 2025, 9:18:57 AM","954.0"
"192.168.153.166","100119","Aug 08, 2025, 9:18:57 AM","383.0"
"DESKTOP-64-EDR","100276","Aug 08, 2025, 9:18:50 AM","372.0"
"192.168.153.166","100273","Aug 08, 2025, 9:19:12 AM","358.0"
"DESKTOP-64-EDR","100601","Aug 08, 2025, 9:18:50 AM","356.0"
"DESKTOP-64-EDR","100560","Aug 08, 2025, 9:18:50 AM","356.0"
"N/A","100227","Aug 08, 2025, 9:19:42 AM","219.0"
"N/A","100225","Aug 08, 2025, 9:19:42 AM","219.0"
"N/A","100221","Aug 08, 2025, 9:19:42 AM","219.0"
"N/A","100215","Aug 08, 2025, 9:19:42 AM","219.0"
"N/A","100218","Aug 08, 2025, 9:19:42 AM","217.0"
"DESKTOP-64-EDR","100425","Aug 08, 2025, 9:19:09 AM","25.0"
"DESKTOP-64-EDR","100395","Aug 08, 2025, 9:19:15 AM","23.0"
"DESKTOP-64-EDR","100702","Aug 08, 2025, 9:19:06 AM","23.0"
"DESKTOP-64-EDR","100103","Aug 08, 2025, 9:19:15 AM","23.0"
"DESKTOP-64-EDR","100297","Aug 08, 2025, 9:19:15 AM","19.0"
"DESKTOP-64-EDR","100216","Aug 08, 2025, 9:19:15 AM","19.0"
"DESKTOP-64-EDR","100030","Aug 08, 2025, 9:19:15 AM","15.0"
"DESKTOP-64-EDR","100717","Aug 08, 2025, 9:19:11 AM","13.0"
"DESKTOP-64-EDR","100712","Aug 08, 2025, 9:19:30 AM","10.0"
"DESKTOP-64-EDR","100711","Aug 08, 2025, 9:19:30 AM","10.0"
"DESKTOP-64-EDR","100607","Aug 08, 2025, 9:19:11 AM","9.0"
"DESKTOP-64-EDR","100277","Aug 08, 2025, 9:19:48 AM","8.0"
"DESKTOP-64-EDR","100101","Aug 08, 2025, 9:19:48 AM","6.0"
"N/A","100272","Aug 08, 2025, 9:19:49 AM","5.0"
"N/A","100117","Aug 08, 2025, 9:19:49 AM","5.0"
"N/A","100097","Aug 08, 2025, 9:19:49 AM","5.0"
"192.168.153.166","100117","Aug 08, 2025, 9:19:39 AM","5.0"
"192.168.153.166","100619","Aug 08, 2025, 9:19:47 AM","4.0"
"DESKTOP-64-EDR","100013","Aug 08, 2025, 9:19:47 AM","4.0"
"DESKTOP-64-EDR","100217","Aug 08, 2025, 9:25:10 AM","2.0"
"DESKTOP-64-EDR","100223","Aug 08, 2025, 9:25:10 AM","2.0"
"DESKTOP-64-EDR","100196","Aug 08, 2025, 9:23:14 AM","2.0"
"DESKTOP-64-EDR","100389","Aug 08, 2025, 9:19:49 AM","1.0"
"DESKTOP-64-EDR","100633","Aug 08, 2025, 9:19:49 AM","1.0"
"DESKTOP-64-EDR","100627","Aug 08, 2025, 9:19:49 AM","1.0"
