sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"N/A","100221","Aug 06, 2025, 8:30:00 PM","210598.0"
"N/A","100227","Aug 06, 2025, 8:30:00 PM","210598.0"
"N/A","100272","Aug 06, 2025, 8:30:00 PM","210226.0"
"N/A","100277","Aug 06, 2025, 8:30:00 PM","210226.0"
"N/A","100101","Aug 06, 2025, 8:30:00 PM","210198.0"
"N/A","100216","Aug 06, 2025, 8:30:00 PM","210196.0"
"192.168.153.166","100265","Aug 06, 2025, 8:29:58 PM","2364.0"
"192.168.153.166","100218","Aug 06, 2025, 8:29:58 PM","2364.0"
"192.168.153.166","100221","Aug 06, 2025, 8:29:58 PM","2364.0"
"192.168.153.166","100225","Aug 06, 2025, 8:29:58 PM","2364.0"
"192.168.153.166","100215","Aug 06, 2025, 8:29:58 PM","2364.0"
"192.168.153.166","100227","Aug 06, 2025, 8:29:58 PM","2364.0"
"192.168.153.166","100272","Aug 06, 2025, 8:29:58 PM","2335.0"
"192.168.153.166","100005","Aug 06, 2025, 8:29:58 PM","1679.0"
"DESKTOP-64-EDR","100221","Aug 06, 2025, 8:29:49 PM","972.0"
"DESKTOP-64-EDR","100227","Aug 06, 2025, 8:29:49 PM","972.0"
"DESKTOP-64-EDR","100265","Aug 06, 2025, 8:29:49 PM","972.0"
"DESKTOP-64-EDR","100225","Aug 06, 2025, 8:29:49 PM","970.0"
"DESKTOP-64-EDR","100215","Aug 06, 2025, 8:29:49 PM","908.0"
"DESKTOP-64-EDR","100218","Aug 06, 2025, 8:29:49 PM","902.0"
"192.168.153.166","100119","Aug 06, 2025, 8:29:58 PM","673.0"
"192.168.153.166","100273","Aug 06, 2025, 8:30:27 PM","656.0"
"DESKTOP-64-EDR","100272","Aug 06, 2025, 8:29:49 PM","419.0"
"N/A","100215","Aug 06, 2025, 8:30:21 PM","372.0"
"DESKTOP-64-EDR","100276","Aug 06, 2025, 8:29:49 PM","349.0"
"DESKTOP-64-EDR","100560","Aug 06, 2025, 8:29:49 PM","295.0"
"DESKTOP-64-EDR","100601","Aug 06, 2025, 8:29:49 PM","295.0"
"DESKTOP-64-EDR","100103","Aug 06, 2025, 8:30:32 PM","70.0"
"DESKTOP-64-EDR","100395","Aug 06, 2025, 8:30:32 PM","70.0"
"DESKTOP-64-EDR","100702","Aug 06, 2025, 8:30:32 PM","69.0"
"DESKTOP-64-EDR","100216","Aug 06, 2025, 8:30:32 PM","62.0"
"DESKTOP-64-EDR","100297","Aug 06, 2025, 8:30:32 PM","62.0"
"DESKTOP-64-EDR","100425","Aug 06, 2025, 8:30:32 PM","62.0"
"DESKTOP-64-EDR","100030","Aug 06, 2025, 8:30:32 PM","52.0"
"N/A","100271","Aug 06, 2025, 8:30:23 PM","35.0"
"N/A","100223","Aug 06, 2025, 8:32:36 PM","30.0"
"N/A","100217","Aug 06, 2025, 8:39:51 PM","28.0"
"DESKTOP-64-EDR","100717","Aug 06, 2025, 8:30:32 PM","27.0"
"DESKTOP-64-EDR","100277","Aug 06, 2025, 8:31:53 PM","17.0"
"DESKTOP-64-EDR","100101","Aug 06, 2025, 8:31:53 PM","15.0"
"DESKTOP-64-EDR","100013","Aug 06, 2025, 8:31:52 PM","10.0"
"N/A","100225","Aug 06, 2025, 8:33:01 PM","6.0"
"DESKTOP-64-EDR","100196","Aug 06, 2025, 8:33:02 PM","6.0"
"DESKTOP-64-EDR","100223","Aug 06, 2025, 8:34:37 PM","2.0"
"DESKTOP-64-EDR","100217","Aug 06, 2025, 8:34:37 PM","2.0"
