sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"N/A","100221","Aug 06, 2025, 7:00:00 PM","210582.0"
"N/A","100227","Aug 06, 2025, 7:00:00 PM","210582.0"
"N/A","100272","Aug 06, 2025, 7:00:00 PM","210219.0"
"N/A","100277","Aug 06, 2025, 7:00:00 PM","210215.0"
"N/A","100101","Aug 06, 2025, 7:00:00 PM","210189.0"
"N/A","100216","Aug 06, 2025, 7:00:00 PM","210185.0"
"192.168.153.166","100265","Aug 06, 2025, 6:59:55 PM","1987.0"
"192.168.153.166","100218","Aug 06, 2025, 6:59:55 PM","1987.0"
"192.168.153.166","100221","Aug 06, 2025, 6:59:55 PM","1987.0"
"192.168.153.166","100225","Aug 06, 2025, 6:59:55 PM","1987.0"
"192.168.153.166","100215","Aug 06, 2025, 6:59:55 PM","1987.0"
"192.168.153.166","100227","Aug 06, 2025, 6:59:55 PM","1987.0"
"192.168.153.166","100272","Aug 06, 2025, 6:59:55 PM","1942.0"
"192.168.153.166","100005","Aug 06, 2025, 6:59:55 PM","1402.0"
"192.168.153.166","100119","Aug 06, 2025, 6:59:55 PM","563.0"
"192.168.153.166","100273","Aug 06, 2025, 7:00:13 PM","540.0"
"DESKTOP-64-EDR","100221","Aug 06, 2025, 6:59:56 PM","482.0"
"DESKTOP-64-EDR","100227","Aug 06, 2025, 6:59:56 PM","482.0"
"DESKTOP-64-EDR","100265","Aug 06, 2025, 6:59:56 PM","481.0"
"DESKTOP-64-EDR","100225","Aug 06, 2025, 6:59:56 PM","479.0"
"DESKTOP-64-EDR","100215","Aug 06, 2025, 6:59:56 PM","444.0"
"DESKTOP-64-EDR","100218","Aug 06, 2025, 6:59:56 PM","438.0"
"N/A","100215","Aug 06, 2025, 7:00:03 PM","367.0"
"DESKTOP-64-EDR","100272","Aug 06, 2025, 6:59:56 PM","315.0"
"DESKTOP-64-EDR","100276","Aug 06, 2025, 6:59:56 PM","271.0"
"DESKTOP-64-EDR","100560","Aug 06, 2025, 6:59:56 PM","270.0"
"DESKTOP-64-EDR","100601","Aug 06, 2025, 6:59:56 PM","270.0"
"DESKTOP-64-EDR","100103","Aug 06, 2025, 7:00:04 PM","44.0"
"DESKTOP-64-EDR","100395","Aug 06, 2025, 7:00:04 PM","44.0"
"DESKTOP-64-EDR","100216","Aug 06, 2025, 7:00:04 PM","35.0"
"DESKTOP-64-EDR","100297","Aug 06, 2025, 7:00:04 PM","35.0"
"N/A","100223","Aug 06, 2025, 7:01:03 PM","30.0"
"N/A","100217","Aug 06, 2025, 7:03:01 PM","26.0"
"DESKTOP-64-EDR","100702","Aug 06, 2025, 7:04:51 PM","25.0"
"DESKTOP-64-EDR","100030","Aug 06, 2025, 7:00:04 PM","23.0"
"DESKTOP-64-EDR","100277","Aug 06, 2025, 7:00:04 PM","18.0"
"DESKTOP-64-EDR","100101","Aug 06, 2025, 7:00:04 PM","15.0"
"DESKTOP-64-EDR","100013","Aug 06, 2025, 7:00:04 PM","12.0"
"N/A","100271","Aug 06, 2025, 7:21:06 PM","11.0"
"N/A","100225","Aug 06, 2025, 7:02:51 PM","10.0"
"DESKTOP-64-EDR","100425","Aug 06, 2025, 7:05:56 PM","8.0"
"DESKTOP-64-EDR","100196","Aug 06, 2025, 7:02:53 PM","6.0"
"N/A","100104","Aug 06, 2025, 7:06:05 PM","4.0"
"N/A","100218","Aug 06, 2025, 7:06:05 PM","4.0"
"DESKTOP-64-EDR","100633","Aug 06, 2025, 7:05:56 PM","4.0"
"DESKTOP-64-EDR","100223","Aug 06, 2025, 7:14:03 PM","3.0"
"DESKTOP-64-EDR","100217","Aug 06, 2025, 7:14:03 PM","3.0"
"N/A","100518","Aug 06, 2025, 7:06:05 PM","2.0"
"N/A","100520","Aug 06, 2025, 7:06:05 PM","2.0"
"DESKTOP-64-EDR","100518","Aug 06, 2025, 7:05:56 PM","2.0"
"DESKTOP-64-EDR","100520","Aug 06, 2025, 7:05:56 PM","2.0"
"DESKTOP-64-EDR","100625","Aug 06, 2025, 7:05:56 PM","2.0"
"DESKTOP-64-EDR","100630","Aug 06, 2025, 7:05:56 PM","2.0"
