sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"N/A","100221","Aug 06, 2025, 7:30:00 PM","210557.0"
"N/A","100227","Aug 06, 2025, 7:30:00 PM","210557.0"
"N/A","100272","Aug 06, 2025, 7:30:00 PM","210191.0"
"N/A","100277","Aug 06, 2025, 7:30:00 PM","210191.0"
"N/A","100101","Aug 06, 2025, 7:30:00 PM","210169.0"
"N/A","100216","Aug 06, 2025, 7:30:00 PM","210166.0"
"192.168.153.166","100265","Aug 06, 2025, 7:29:55 PM","2077.0"
"192.168.153.166","100218","Aug 06, 2025, 7:29:55 PM","2077.0"
"192.168.153.166","100221","Aug 06, 2025, 7:29:55 PM","2077.0"
"192.168.153.166","100225","Aug 06, 2025, 7:29:55 PM","2077.0"
"192.168.153.166","100215","Aug 06, 2025, 7:29:55 PM","2077.0"
"192.168.153.166","100227","Aug 06, 2025, 7:29:55 PM","2077.0"
"192.168.153.166","100272","Aug 06, 2025, 7:29:55 PM","2048.0"
"192.168.153.166","100005","Aug 06, 2025, 7:29:55 PM","1454.0"
"192.168.153.166","100273","Aug 06, 2025, 7:31:05 PM","594.0"
"192.168.153.166","100119","Aug 06, 2025, 7:29:55 PM","583.0"
"DESKTOP-64-EDR","100221","Aug 06, 2025, 7:29:56 PM","456.0"
"DESKTOP-64-EDR","100227","Aug 06, 2025, 7:29:56 PM","456.0"
"DESKTOP-64-EDR","100265","Aug 06, 2025, 7:29:56 PM","456.0"
"DESKTOP-64-EDR","100225","Aug 06, 2025, 7:29:56 PM","454.0"
"DESKTOP-64-EDR","100215","Aug 06, 2025, 7:29:56 PM","416.0"
"DESKTOP-64-EDR","100218","Aug 06, 2025, 7:29:56 PM","410.0"
"N/A","100215","Aug 06, 2025, 7:30:02 PM","366.0"
"DESKTOP-64-EDR","100272","Aug 06, 2025, 7:29:58 PM","331.0"
"DESKTOP-64-EDR","100276","Aug 06, 2025, 7:29:58 PM","285.0"
"DESKTOP-64-EDR","100560","Aug 06, 2025, 7:29:58 PM","279.0"
"DESKTOP-64-EDR","100601","Aug 06, 2025, 7:29:58 PM","279.0"
"DESKTOP-64-EDR","100103","Aug 06, 2025, 7:30:04 PM","46.0"
"DESKTOP-64-EDR","100395","Aug 06, 2025, 7:30:04 PM","46.0"
"DESKTOP-64-EDR","100216","Aug 06, 2025, 7:30:04 PM","38.0"
"DESKTOP-64-EDR","100297","Aug 06, 2025, 7:30:04 PM","38.0"
"N/A","100223","Aug 06, 2025, 7:32:37 PM","25.0"
"DESKTOP-64-EDR","100030","Aug 06, 2025, 7:30:04 PM","25.0"
"N/A","100217","Aug 06, 2025, 7:37:11 PM","22.0"
"N/A","100271","Aug 06, 2025, 7:30:38 PM","22.0"
"DESKTOP-64-EDR","100702","Aug 06, 2025, 7:29:56 PM","21.0"
"DESKTOP-64-EDR","100277","Aug 06, 2025, 7:30:10 PM","17.0"
"DESKTOP-64-EDR","100101","Aug 06, 2025, 7:30:20 PM","15.0"
"DESKTOP-64-EDR","100013","Aug 06, 2025, 7:30:20 PM","13.0"
"DESKTOP-64-EDR","100425","Aug 06, 2025, 7:29:59 PM","12.0"
"N/A","100225","Aug 06, 2025, 7:32:54 PM","7.0"
"DESKTOP-64-EDR","100196","Aug 06, 2025, 7:32:56 PM","6.0"
"DESKTOP-64-EDR","100717","Aug 06, 2025, 7:30:03 PM","2.0"
"DESKTOP-64-EDR","100223","Aug 06, 2025, 7:30:10 PM","2.0"
"DESKTOP-64-EDR","100217","Aug 06, 2025, 7:30:10 PM","2.0"
"N/A","100218","Aug 06, 2025, 7:44:49 PM","1.0"
