sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"DESKTOP-64-EDR","100221","Aug 08, 2025, 8:58:45 AM","11073.0"
"DESKTOP-64-EDR","100227","Aug 08, 2025, 8:58:45 AM","11073.0"
"DESKTOP-64-EDR","100265","Aug 08, 2025, 8:58:45 AM","11072.0"
"DESKTOP-64-EDR","100225","Aug 08, 2025, 8:58:45 AM","11072.0"
"DESKTOP-64-EDR","100215","Aug 08, 2025, 8:58:45 AM","10982.0"
"DESKTOP-64-EDR","100218","Aug 08, 2025, 8:58:45 AM","10981.0"
"DESKTOP-64-EDR","100272","Aug 08, 2025, 8:58:45 AM","9855.0"
"DESKTOP-64-EDR","100276","Aug 08, 2025, 8:58:46 AM","9761.0"
"192.168.153.166","100265","Aug 08, 2025, 8:58:42 AM","8392.0"
"192.168.153.166","100215","Aug 08, 2025, 8:58:42 AM","8392.0"
"192.168.153.166","100221","Aug 08, 2025, 8:58:42 AM","8392.0"
"192.168.153.166","100218","Aug 08, 2025, 8:58:42 AM","8392.0"
"192.168.153.166","100227","Aug 08, 2025, 8:58:42 AM","8392.0"
"192.168.153.166","100225","Aug 08, 2025, 8:58:42 AM","8392.0"
"DESKTOP-64-EDR","100601","Aug 08, 2025, 8:58:46 AM","8248.0"
"DESKTOP-64-EDR","100560","Aug 08, 2025, 8:58:46 AM","8247.0"
"192.168.153.166","100272","Aug 08, 2025, 8:58:42 AM","1532.0"
"192.168.153.166","100005","Aug 08, 2025, 8:58:42 AM","1100.0"
"192.168.153.166","100119","Aug 08, 2025, 8:58:42 AM","441.0"
"192.168.153.166","100273","Aug 08, 2025, 8:59:17 AM","420.0"
"DESKTOP-64-EDR","100395","Aug 08, 2025, 8:58:45 AM","92.0"
"DESKTOP-64-EDR","100103","Aug 08, 2025, 8:58:45 AM","92.0"
"DESKTOP-64-EDR","100297","Aug 08, 2025, 8:58:45 AM","90.0"
"DESKTOP-64-EDR","100216","Aug 08, 2025, 8:58:45 AM","90.0"
"DESKTOP-64-EDR","100030","Aug 08, 2025, 8:58:45 AM","82.0"
"DESKTOP-64-EDR","100425","Aug 08, 2025, 8:59:17 AM","39.0"
"DESKTOP-64-EDR","100277","Aug 08, 2025, 8:58:49 AM","34.0"
"DESKTOP-64-EDR","100101","Aug 08, 2025, 8:58:49 AM","33.0"
"DESKTOP-64-EDR","100702","Aug 08, 2025, 8:58:52 AM","29.0"
"DESKTOP-64-EDR","100717","Aug 08, 2025, 8:59:21 AM","21.0"
"DESKTOP-64-EDR","100607","Aug 08, 2025, 8:59:21 AM","20.0"
"192.168.153.166","100276","Aug 08, 2025, 9:02:34 AM","12.0"
"N/A","100227","Aug 08, 2025, 8:58:18 AM","10.0"
"N/A","100221","Aug 08, 2025, 8:58:18 AM","10.0"
"N/A","100225","Aug 08, 2025, 9:00:58 AM","8.0"
"N/A","100215","Aug 08, 2025, 9:00:58 AM","8.0"
"DESKTOP-64-EDR","100013","Aug 08, 2025, 9:00:36 AM","8.0"
"N/A","100218","Aug 08, 2025, 9:00:58 AM","7.0"
"DESKTOP-64-EDR","100712","Aug 08, 2025, 8:59:42 AM","6.0"
"N/A","100272","Aug 08, 2025, 8:58:18 AM","5.0"
"192.168.153.166","100619","Aug 08, 2025, 9:00:54 AM","4.0"
"DESKTOP-64-EDR","100634","Aug 08, 2025, 9:04:57 AM","4.0"
"N/A","100164","Aug 08, 2025, 9:01:24 AM","3.0"
"N/A","100146","Aug 08, 2025, 9:01:24 AM","3.0"
"192.168.153.166","100455","Aug 08, 2025, 9:00:13 AM","3.0"
"192.168.153.166","100456","Aug 08, 2025, 9:00:13 AM","3.0"
"N/A","100456","Aug 08, 2025, 9:01:24 AM","3.0"
"DESKTOP-64-EDR","100633","Aug 08, 2025, 8:59:49 AM","3.0"
"DESKTOP-64-EDR","100627","Aug 08, 2025, 8:59:49 AM","3.0"
"N/A","100277","Aug 08, 2025, 8:58:18 AM","2.0"
"N/A","100223","Aug 08, 2025, 8:58:18 AM","2.0"
"DESKTOP-64-EDR","100402","Aug 08, 2025, 9:00:06 AM","2.0"
"DESKTOP-64-EDR","100389","Aug 08, 2025, 9:00:56 AM","2.0"
"DESKTOP-64-EDR","100097","Aug 08, 2025, 9:04:57 AM","2.0"
"N/A","100101","Aug 08, 2025, 8:58:18 AM","2.0"
"DESKTOP-64-EDR","100118","Aug 08, 2025, 9:04:57 AM","2.0"
"DESKTOP-64-EDR","100421","Aug 08, 2025, 9:00:06 AM","1.0"
"DESKTOP-64-EDR","100408","Aug 08, 2025, 9:00:54 AM","1.0"
"DESKTOP-64-EDR","100563","Aug 08, 2025, 9:00:06 AM","1.0"
"DESKTOP-64-EDR","100217","Aug 08, 2025, 9:00:09 AM","1.0"
"DESKTOP-64-EDR","100223","Aug 08, 2025, 9:00:09 AM","1.0"
"DESKTOP-64-EDR","100196","Aug 08, 2025, 9:03:10 AM","1.0"
"N/A","100421","Aug 08, 2025, 9:01:24 AM","1.0"
"N/A","100408","Aug 08, 2025, 9:01:37 AM","1.0"
"N/A","100402","Aug 08, 2025, 9:01:24 AM","1.0"
