sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"N/A","100221","Aug 06, 2025, 8:00:00 PM","210672.0"
"N/A","100227","Aug 06, 2025, 8:00:00 PM","210672.0"
"N/A","100272","Aug 06, 2025, 8:00:00 PM","210305.0"
"N/A","100277","Aug 06, 2025, 8:00:00 PM","210301.0"
"N/A","100101","Aug 06, 2025, 8:00:00 PM","210275.0"
"N/A","100216","Aug 06, 2025, 8:00:00 PM","210271.0"
"192.168.153.166","100265","Aug 06, 2025, 7:59:51 PM","2425.0"
"192.168.153.166","100218","Aug 06, 2025, 7:59:51 PM","2425.0"
"192.168.153.166","100221","Aug 06, 2025, 7:59:51 PM","2425.0"
"192.168.153.166","100225","Aug 06, 2025, 7:59:51 PM","2425.0"
"192.168.153.166","100215","Aug 06, 2025, 7:59:51 PM","2425.0"
"192.168.153.166","100227","Aug 06, 2025, 7:59:51 PM","2425.0"
"192.168.153.166","100272","Aug 06, 2025, 7:59:51 PM","2379.0"
"192.168.153.166","100005","Aug 06, 2025, 7:59:51 PM","1693.0"
"DESKTOP-64-EDR","100221","Aug 06, 2025, 7:59:54 PM","885.0"
"DESKTOP-64-EDR","100227","Aug 06, 2025, 7:59:54 PM","885.0"
"DESKTOP-64-EDR","100265","Aug 06, 2025, 7:59:54 PM","884.0"
"DESKTOP-64-EDR","100225","Aug 06, 2025, 7:59:54 PM","883.0"
"DESKTOP-64-EDR","100215","Aug 06, 2025, 7:59:54 PM","815.0"
"DESKTOP-64-EDR","100218","Aug 06, 2025, 7:59:54 PM","809.0"
"192.168.153.166","100273","Aug 06, 2025, 8:01:00 PM","686.0"
"192.168.153.166","100119","Aug 06, 2025, 7:59:51 PM","679.0"
"DESKTOP-64-EDR","100272","Aug 06, 2025, 7:59:54 PM","432.0"
"N/A","100215","Aug 06, 2025, 8:00:03 PM","371.0"
"DESKTOP-64-EDR","100276","Aug 06, 2025, 7:59:54 PM","356.0"
"DESKTOP-64-EDR","100560","Aug 06, 2025, 7:59:54 PM","298.0"
"DESKTOP-64-EDR","100601","Aug 06, 2025, 7:59:54 PM","298.0"
"DESKTOP-64-EDR","100702","Aug 06, 2025, 8:00:00 PM","86.0"
"DESKTOP-64-EDR","100103","Aug 06, 2025, 8:00:10 PM","76.0"
"DESKTOP-64-EDR","100425","Aug 06, 2025, 8:00:06 PM","76.0"
"DESKTOP-64-EDR","100395","Aug 06, 2025, 8:00:10 PM","76.0"
"DESKTOP-64-EDR","100216","Aug 06, 2025, 8:00:10 PM","68.0"
"DESKTOP-64-EDR","100297","Aug 06, 2025, 8:00:10 PM","68.0"
"DESKTOP-64-EDR","100030","Aug 06, 2025, 8:00:10 PM","56.0"
"N/A","100223","Aug 06, 2025, 8:01:02 PM","30.0"
"DESKTOP-64-EDR","100717","Aug 06, 2025, 8:00:10 PM","28.0"
"N/A","100271","Aug 06, 2025, 8:00:46 PM","27.0"
"N/A","100217","Aug 06, 2025, 8:07:22 PM","26.0"
"DESKTOP-64-EDR","100277","Aug 06, 2025, 8:01:06 PM","16.0"
"DESKTOP-64-EDR","100101","Aug 06, 2025, 8:01:06 PM","14.0"
"DESKTOP-64-EDR","100013","Aug 06, 2025, 8:01:05 PM","12.0"
"N/A","100225","Aug 06, 2025, 8:02:58 PM","10.0"
"DESKTOP-64-EDR","100196","Aug 06, 2025, 8:02:59 PM","6.0"
"N/A","100104","Aug 06, 2025, 8:06:11 PM","4.0"
"N/A","100218","Aug 06, 2025, 8:06:11 PM","4.0"
"DESKTOP-64-EDR","100633","Aug 06, 2025, 8:05:57 PM","4.0"
"N/A","100518","Aug 06, 2025, 8:06:11 PM","2.0"
"N/A","100520","Aug 06, 2025, 8:06:11 PM","2.0"
"DESKTOP-64-EDR","100518","Aug 06, 2025, 8:05:57 PM","2.0"
"DESKTOP-64-EDR","100520","Aug 06, 2025, 8:05:57 PM","2.0"
"DESKTOP-64-EDR","100625","Aug 06, 2025, 8:05:57 PM","2.0"
"DESKTOP-64-EDR","100630","Aug 06, 2025, 8:05:57 PM","2.0"
"DESKTOP-64-EDR","100223","Aug 06, 2025, 8:02:24 PM","2.0"
"DESKTOP-64-EDR","100217","Aug 06, 2025, 8:02:24 PM","2.0"
