sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"192.168.153.166","100265","Aug 08, 2025, 10:19:56 AM","2327.0"
"192.168.153.166","100215","Aug 08, 2025, 10:19:56 AM","2327.0"
"192.168.153.166","100221","Aug 08, 2025, 10:19:56 AM","2327.0"
"192.168.153.166","100218","Aug 08, 2025, 10:19:56 AM","2327.0"
"192.168.153.166","100227","Aug 08, 2025, 10:19:56 AM","2327.0"
"192.168.153.166","100225","Aug 08, 2025, 10:19:56 AM","2327.0"
"192.168.153.166","100272","Aug 08, 2025, 10:19:56 AM","2307.0"
"192.168.153.166","100005","Aug 08, 2025, 10:19:56 AM","1647.0"
"DESKTOP-64-EDR","100221","Aug 08, 2025, 10:19:50 AM","726.0"
"DESKTOP-64-EDR","100227","Aug 08, 2025, 10:19:50 AM","726.0"
"DESKTOP-64-EDR","100225","Aug 08, 2025, 10:19:50 AM","726.0"
"DESKTOP-64-EDR","100265","Aug 08, 2025, 10:19:50 AM","721.0"
"DESKTOP-64-EDR","100215","Aug 08, 2025, 10:19:50 AM","690.0"
"DESKTOP-64-EDR","100218","Aug 08, 2025, 10:19:50 AM","688.0"
"192.168.153.166","100119","Aug 08, 2025, 10:19:56 AM","662.0"
"192.168.153.166","100273","Aug 08, 2025, 10:20:43 AM","656.0"
"DESKTOP-64-EDR","100272","Aug 08, 2025, 10:19:50 AM","329.0"
"DESKTOP-64-EDR","100276","Aug 08, 2025, 10:19:50 AM","266.0"
"DESKTOP-64-EDR","100601","Aug 08, 2025, 10:19:50 AM","240.0"
"DESKTOP-64-EDR","100560","Aug 08, 2025, 10:19:50 AM","234.0"
"DESKTOP-64-EDR","100702","Aug 08, 2025, 10:21:19 AM","60.0"
"DESKTOP-64-EDR","100425","Aug 08, 2025, 10:21:51 AM","47.0"
"DESKTOP-64-EDR","100395","Aug 08, 2025, 10:20:48 AM","38.0"
"DESKTOP-64-EDR","100103","Aug 08, 2025, 10:20:48 AM","38.0"
"DESKTOP-64-EDR","100297","Aug 08, 2025, 10:20:48 AM","36.0"
"DESKTOP-64-EDR","100216","Aug 08, 2025, 10:20:48 AM","36.0"
"DESKTOP-64-EDR","100717","Aug 08, 2025, 10:21:54 AM","36.0"
"DESKTOP-64-EDR","100634","Aug 08, 2025, 10:23:15 AM","33.0"
"DESKTOP-64-EDR","100607","Aug 08, 2025, 10:21:54 AM","32.0"
"DESKTOP-64-EDR","100030","Aug 08, 2025, 10:20:48 AM","29.0"
"DESKTOP-64-EDR","100097","Aug 08, 2025, 10:23:15 AM","25.0"
"DESKTOP-64-EDR","100118","Aug 08, 2025, 10:23:15 AM","25.0"
"DESKTOP-64-EDR","100711","Aug 08, 2025, 10:22:12 AM","20.0"
"DESKTOP-64-EDR","100712","Aug 08, 2025, 10:22:12 AM","19.0"
"N/A","100227","Aug 08, 2025, 10:22:28 AM","15.0"
"N/A","100225","Aug 08, 2025, 10:22:28 AM","15.0"
"N/A","100221","Aug 08, 2025, 10:22:28 AM","15.0"
"N/A","100215","Aug 08, 2025, 10:22:28 AM","15.0"
"N/A","100218","Aug 08, 2025, 10:22:28 AM","13.0"
"DESKTOP-64-EDR","100277","Aug 08, 2025, 10:20:48 AM","8.0"
"DESKTOP-64-EDR","100101","Aug 08, 2025, 10:20:48 AM","8.0"
"DESKTOP-64-EDR","100636","Aug 08, 2025, 10:23:15 AM","8.0"
"N/A","100272","Aug 08, 2025, 10:22:37 AM","7.0"
"DESKTOP-64-EDR","100013","Aug 08, 2025, 10:20:48 AM","7.0"
"N/A","100117","Aug 08, 2025, 10:23:28 AM","4.0"
"N/A","100097","Aug 08, 2025, 10:23:28 AM","4.0"
"192.168.153.166","100117","Aug 08, 2025, 10:23:16 AM","4.0"
"192.168.153.166","100276","Aug 08, 2025, 10:22:20 AM","4.0"
"DESKTOP-64-EDR","100633","Aug 08, 2025, 10:22:22 AM","4.0"
"DESKTOP-64-EDR","100563","Aug 08, 2025, 10:23:11 AM","3.0"
"DESKTOP-64-EDR","100630","Aug 08, 2025, 10:22:20 AM","3.0"
"DESKTOP-64-EDR","100421","Aug 08, 2025, 10:22:40 AM","2.0"
"DESKTOP-64-EDR","100402","Aug 08, 2025, 10:22:40 AM","2.0"
"DESKTOP-64-EDR","100618","Aug 08, 2025, 10:22:20 AM","2.0"
"N/A","100104","Aug 08, 2025, 10:23:49 AM","2.0"
"N/A","100618","Aug 08, 2025, 10:22:28 AM","2.0"
"DESKTOP-64-EDR","100544","Aug 08, 2025, 10:23:18 AM","2.0"
"192.168.153.166","100601","Aug 08, 2025, 10:22:20 AM","2.0"
"DESKTOP-64-EDR","100196","Aug 08, 2025, 10:23:19 AM","2.0"
"N/A","100421","Aug 08, 2025, 10:22:47 AM","2.0"
"N/A","100402","Aug 08, 2025, 10:22:47 AM","2.0"
"192.168.153.166","100566","Aug 08, 2025, 10:22:20 AM","1.0"
"192.168.153.166","100567","Aug 08, 2025, 10:22:22 AM","1.0"
"N/A","100164","Aug 08, 2025, 10:22:37 AM","1.0"
"N/A","100146","Aug 08, 2025, 10:22:37 AM","1.0"
"192.168.153.166","100455","Aug 08, 2025, 10:22:26 AM","1.0"
"192.168.153.166","100456","Aug 08, 2025, 10:22:26 AM","1.0"
"DESKTOP-64-EDR","100625","Aug 08, 2025, 10:23:38 AM","1.0"
"DESKTOP-64-EDR","100547","Aug 08, 2025, 10:23:15 AM","1.0"
"192.168.153.166","100099","Aug 08, 2025, 10:22:20 AM","1.0"
"192.168.153.166","100098","Aug 08, 2025, 10:22:20 AM","1.0"
"DESKTOP-64-EDR","100518","Aug 08, 2025, 10:23:38 AM","1.0"
"DESKTOP-64-EDR","100520","Aug 08, 2025, 10:23:38 AM","1.0"
"N/A","100520","Aug 08, 2025, 10:23:49 AM","1.0"
"N/A","100518","Aug 08, 2025, 10:23:49 AM","1.0"
"DESKTOP-64-EDR","100714","Aug 08, 2025, 10:22:40 AM","1.0"
"N/A","100456","Aug 08, 2025, 10:22:37 AM","1.0"
