sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"DESKTOP-64-EDR","100221","Jun 20, 2025, 2:29:55 PM","2348.0"
"DESKTOP-64-EDR","100227","Jun 20, 2025, 2:29:55 PM","2348.0"
"DESKTOP-64-EDR","100265","Jun 20, 2025, 2:29:55 PM","2348.0"
"DESKTOP-64-EDR","100225","Jun 20, 2025, 2:29:55 PM","2346.0"
"DESKTOP-64-EDR","100215","Jun 20, 2025, 2:29:55 PM","2312.0"
"DESKTOP-64-EDR","100218","Jun 20, 2025, 2:29:55 PM","1308.0"
"DESKTOP-64-EDR","100272","Jun 20, 2025, 2:30:21 PM","1287.0"
"DESKTOP-64-EDR","100103","Jun 20, 2025, 2:30:21 PM","1040.0"
"DESKTOP-64-EDR","100395","Jun 20, 2025, 2:30:21 PM","1040.0"
"DESKTOP-64-EDR","100297","Jun 20, 2025, 2:30:21 PM","1032.0"
"DESKTOP-64-EDR","100030","Jun 20, 2025, 2:30:21 PM","1023.0"
"DESKTOP-64-EDR","100276","Jun 20, 2025, 2:30:28 PM","247.0"
"DESKTOP-64-EDR","100560","Jun 20, 2025, 2:30:28 PM","246.0"
"DESKTOP-64-EDR","100601","Jun 20, 2025, 2:30:28 PM","246.0"
"192.168.153.166","100265","Jun 20, 2025, 2:30:14 PM","201.0"
"192.168.153.166","100218","Jun 20, 2025, 2:30:14 PM","201.0"
"192.168.153.166","100221","Jun 20, 2025, 2:30:14 PM","201.0"
"192.168.153.166","100225","Jun 20, 2025, 2:30:14 PM","201.0"
"192.168.153.166","100215","Jun 20, 2025, 2:30:14 PM","201.0"
"192.168.153.166","100227","Jun 20, 2025, 2:30:14 PM","201.0"
"192.168.153.166","100272","Jun 20, 2025, 2:30:14 PM","156.0"
"192.168.153.166","100005","Jun 20, 2025, 2:30:14 PM","128.0"
"N/A","100221","Jun 20, 2025, 2:33:04 PM","64.0"
"N/A","100227","Jun 20, 2025, 2:33:04 PM","64.0"
"N/A","100215","Jun 20, 2025, 2:33:04 PM","62.0"
"192.168.153.166","100119","Jun 20, 2025, 2:30:14 PM","54.0"
"DESKTOP-64-EDR","100216","Jun 20, 2025, 2:30:21 PM","34.0"
"192.168.153.166","100273","Jun 20, 2025, 2:41:26 PM","28.0"
"DESKTOP-64-EDR","100277","Jun 20, 2025, 2:30:56 PM","19.0"
"DESKTOP-64-EDR","100101","Jun 20, 2025, 2:30:56 PM","17.0"
"DESKTOP-64-EDR","100702","Jun 20, 2025, 2:29:55 PM","12.0"
"DESKTOP-64-EDR","100013","Jun 20, 2025, 2:30:56 PM","9.0"
"N/A","100225","Jun 20, 2025, 2:33:04 PM","6.0"
"DESKTOP-64-EDR","100196","Jun 20, 2025, 2:33:06 PM","6.0"
"N/A","100101","Jun 20, 2025, 2:36:57 PM","2.0"
"N/A","100223","Jun 20, 2025, 2:36:57 PM","2.0"
"N/A","100272","Jun 20, 2025, 2:36:57 PM","2.0"
"N/A","100277","Jun 20, 2025, 2:36:57 PM","2.0"
"DESKTOP-64-EDR","100223","Jun 20, 2025, 2:34:36 PM","2.0"
"DESKTOP-64-EDR","100217","Jun 20, 2025, 2:34:36 PM","2.0"
