sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"DESKTOP-64-EDR","100221","Jun 20, 2025, 3:29:57 PM","3391.0"
"DESKTOP-64-EDR","100227","Jun 20, 2025, 3:29:57 PM","3391.0"
"DESKTOP-64-EDR","100265","Jun 20, 2025, 3:29:57 PM","3391.0"
"DESKTOP-64-EDR","100225","Jun 20, 2025, 3:29:57 PM","3387.0"
"DESKTOP-64-EDR","100215","Jun 20, 2025, 3:29:57 PM","3314.0"
"DESKTOP-64-EDR","100218","Jun 20, 2025, 3:29:57 PM","1826.0"
"DESKTOP-64-EDR","100272","Jun 20, 2025, 3:29:57 PM","1655.0"
"DESKTOP-64-EDR","100103","Jun 20, 2025, 3:29:57 PM","1581.0"
"DESKTOP-64-EDR","100395","Jun 20, 2025, 3:29:57 PM","1581.0"
"DESKTOP-64-EDR","100297","Jun 20, 2025, 3:29:57 PM","1526.0"
"DESKTOP-64-EDR","100030","Jun 20, 2025, 3:29:57 PM","1493.0"
"192.168.153.166","100265","Jun 20, 2025, 3:30:14 PM","207.0"
"192.168.153.166","100218","Jun 20, 2025, 3:30:14 PM","207.0"
"192.168.153.166","100221","Jun 20, 2025, 3:30:14 PM","207.0"
"192.168.153.166","100225","Jun 20, 2025, 3:30:14 PM","207.0"
"192.168.153.166","100215","Jun 20, 2025, 3:30:14 PM","207.0"
"192.168.153.166","100227","Jun 20, 2025, 3:30:14 PM","207.0"
"192.168.153.166","100272","Jun 20, 2025, 3:30:14 PM","153.0"
"192.168.153.166","100005","Jun 20, 2025, 3:30:14 PM","122.0"
"DESKTOP-64-EDR","100216","Jun 20, 2025, 3:30:56 PM","74.0"
"DESKTOP-64-EDR","100276","Jun 20, 2025, 3:30:30 PM","74.0"
"DESKTOP-64-EDR","100560","Jun 20, 2025, 3:30:30 PM","71.0"
"DESKTOP-64-EDR","100601","Jun 20, 2025, 3:30:30 PM","71.0"
"192.168.153.166","100119","Jun 20, 2025, 3:30:14 PM","51.0"
"N/A","100221","Jun 20, 2025, 3:32:15 PM","47.0"
"N/A","100227","Jun 20, 2025, 3:32:15 PM","47.0"
"N/A","100215","Jun 20, 2025, 3:32:15 PM","45.0"
"DESKTOP-64-EDR","100277","Jun 20, 2025, 3:30:56 PM","32.0"
"DESKTOP-64-EDR","100013","Jun 20, 2025, 3:30:56 PM","29.0"
"DESKTOP-64-EDR","100101","Jun 20, 2025, 3:30:56 PM","29.0"
"192.168.153.166","100273","Jun 20, 2025, 3:41:26 PM","28.0"
"DESKTOP-64-EDR","100032","Jun 20, 2025, 3:48:02 PM","16.0"
"DESKTOP-64-EDR","100298","Jun 20, 2025, 3:48:02 PM","16.0"
"DESKTOP-64-EDR","100702","Jun 20, 2025, 3:31:22 PM","15.0"
"DESKTOP-64-EDR","100425","Jun 20, 2025, 3:40:20 PM","8.0"
"N/A","100225","Jun 20, 2025, 3:33:11 PM","7.0"
"DESKTOP-64-EDR","100196","Jun 20, 2025, 3:33:12 PM","6.0"
"N/A","100272","Jun 20, 2025, 3:37:11 PM","3.0"
"192.168.153.166","100063","Jun 20, 2025, 3:48:07 PM","3.0"
"DESKTOP-64-EDR","100011","Jun 20, 2025, 3:48:04 PM","3.0"
"DESKTOP-64-EDR","100223","Jun 20, 2025, 3:39:01 PM","3.0"
"DESKTOP-64-EDR","100217","Jun 20, 2025, 3:39:01 PM","3.0"
"N/A","100101","Jun 20, 2025, 3:37:11 PM","2.0"
"N/A","100223","Jun 20, 2025, 3:37:11 PM","2.0"
"N/A","100277","Jun 20, 2025, 3:37:11 PM","2.0"
"N/A","100146","Jun 20, 2025, 3:41:26 PM","1.0"
"N/A","100164","Jun 20, 2025, 3:41:26 PM","1.0"
"N/A","100218","Jun 20, 2025, 3:41:26 PM","1.0"
"N/A","100463","Jun 20, 2025, 3:41:26 PM","1.0"
"192.168.153.166","100463","Jun 20, 2025, 3:41:07 PM","1.0"
"DESKTOP-64-EDR","100712","Jun 20, 2025, 3:40:20 PM","1.0"
"DESKTOP-64-EDR","100025","Jun 20, 2025, 3:48:55 PM","1.0"
"DESKTOP-64-EDR","100302","Jun 20, 2025, 3:48:56 PM","1.0"
