sysmon_hostname (custom),Custom Rule,Log Source Time (Minimum),Count
"DESKTOP-64-EDR","100221","Jun 20, 2025, 3:59:52 PM","1471.0"
"DESKTOP-64-EDR","100227","Jun 20, 2025, 3:59:52 PM","1471.0"
"DESKTOP-64-EDR","100265","Jun 20, 2025, 3:59:52 PM","1470.0"
"DESKTOP-64-EDR","100225","Jun 20, 2025, 3:59:52 PM","1469.0"
"DESKTOP-64-EDR","100215","Jun 20, 2025, 3:59:52 PM","1431.0"
"DESKTOP-64-EDR","100218","Jun 20, 2025, 3:59:52 PM","784.0"
"DESKTOP-64-EDR","100272","Jun 20, 2025, 3:59:52 PM","752.0"
"DESKTOP-64-EDR","100103","Jun 20, 2025, 3:59:52 PM","687.0"
"DESKTOP-64-EDR","100395","Jun 20, 2025, 3:59:52 PM","687.0"
"DESKTOP-64-EDR","100297","Jun 20, 2025, 3:59:52 PM","679.0"
"DESKTOP-64-EDR","100030","Jun 20, 2025, 3:59:52 PM","669.0"
"192.168.153.166","100265","Jun 20, 2025, 4:00:14 PM","212.0"
"192.168.153.166","100218","Jun 20, 2025, 4:00:14 PM","212.0"
"192.168.153.166","100221","Jun 20, 2025, 4:00:14 PM","212.0"
"192.168.153.166","100225","Jun 20, 2025, 4:00:14 PM","212.0"
"192.168.153.166","100215","Jun 20, 2025, 4:00:14 PM","212.0"
"192.168.153.166","100227","Jun 20, 2025, 4:00:14 PM","212.0"
"192.168.153.166","100272","Jun 20, 2025, 4:00:14 PM","172.0"
"192.168.153.166","100005","Jun 20, 2025, 4:00:14 PM","120.0"
"DESKTOP-64-EDR","100560","Jun 20, 2025, 4:00:14 PM","65.0"
"DESKTOP-64-EDR","100601","Jun 20, 2025, 4:00:14 PM","65.0"
"DESKTOP-64-EDR","100276","Jun 20, 2025, 4:00:14 PM","65.0"
"192.168.153.166","100273","Jun 20, 2025, 4:01:26 PM","52.0"
"192.168.153.166","100119","Jun 20, 2025, 4:00:14 PM","50.0"
"DESKTOP-64-EDR","100216","Jun 20, 2025, 4:00:15 PM","38.0"
"N/A","100221","Jun 20, 2025, 4:02:17 PM","29.0"
"N/A","100227","Jun 20, 2025, 4:02:17 PM","29.0"
"N/A","100215","Jun 20, 2025, 4:02:17 PM","26.0"
"DESKTOP-64-EDR","100702","Jun 20, 2025, 4:01:22 PM","20.0"
"DESKTOP-64-EDR","100277","Jun 20, 2025, 4:02:33 PM","19.0"
"DESKTOP-64-EDR","100101","Jun 20, 2025, 4:02:33 PM","17.0"
"DESKTOP-64-EDR","100013","Jun 20, 2025, 4:02:32 PM","10.0"
"N/A","100225","Jun 20, 2025, 4:02:17 PM","8.0"
"DESKTOP-64-EDR","100196","Jun 20, 2025, 4:03:16 PM","6.0"
"N/A","100272","Jun 20, 2025, 4:02:17 PM","5.0"
"DESKTOP-64-EDR","100425","Jun 20, 2025, 4:02:04 PM","4.0"
"N/A","100101","Jun 20, 2025, 4:05:43 PM","3.0"
"N/A","100223","Jun 20, 2025, 4:05:43 PM","3.0"
"N/A","100277","Jun 20, 2025, 4:05:43 PM","3.0"
"N/A","100104","Jun 20, 2025, 4:02:17 PM","2.0"
"N/A","100218","Jun 20, 2025, 4:02:17 PM","2.0"
"DESKTOP-64-EDR","100633","Jun 20, 2025, 4:02:04 PM","2.0"
"DESKTOP-64-EDR","100223","Jun 20, 2025, 4:11:14 PM","2.0"
"DESKTOP-64-EDR","100217","Jun 20, 2025, 4:11:14 PM","2.0"
"N/A","100518","Jun 20, 2025, 4:02:17 PM","1.0"
"N/A","100520","Jun 20, 2025, 4:02:17 PM","1.0"
"DESKTOP-64-EDR","100518","Jun 20, 2025, 4:02:04 PM","1.0"
"DESKTOP-64-EDR","100520","Jun 20, 2025, 4:02:04 PM","1.0"
"DESKTOP-64-EDR","100625","Jun 20, 2025, 4:02:04 PM","1.0"
"DESKTOP-64-EDR","100630","Jun 20, 2025, 4:02:04 PM","1.0"
